Id,Probability
215,0.025059475
216,0.069034465
217,0.015947092
218,0.07794518
219,0.019453328
220,0.009234723
221,0.026907977
222,0.015496983
223,0.025123827
224,0.018904805
225,0.01590316
226,0.07417171
227,0.017343706
228,0.069623135
229,0.072215155
230,0.40300077
231,0.20735972
232,0.019150741
233,0.018414605
234,0.019685775
235,0.010440695
236,0.16798069
237,0.057959083
238,0.010221459
239,0.025805995
240,0.024947653
241,0.053226326
242,0.019009227
243,0.013283365
244,0.02495155
245,0.09276201
246,0.018284779
247,0.04252623
248,0.011836935
249,0.02793047
250,0.29434448
251,0.032335963
252,0.243373
253,0.012950781
254,0.087247215
255,0.011550345
256,0.017442305
257,0.043348227
258,0.1254524
259,0.04652269
260,0.10412171
261,0.019861722
262,0.024686063
263,0.010710464
264,0.055155262
265,0.08200094
266,0.025556866
267,0.07281348
268,0.05965589
269,0.15790519
270,0.013209121
271,0.03046127
272,0.04264654
273,0.012625734
274,0.021112215
275,0.015254186
276,0.03223786
277,0.018019736
278,0.014965892
279,0.07409228
280,0.032460097
281,0.7060262
282,0.05045547
283,0.06188455
284,0.015542985
285,0.017687112
286,0.017003544
287,0.021664133
288,0.046825577
289,0.06940035
290,0.07856116
291,0.3917344
292,0.012865982
293,0.04509723
294,0.018115202
295,0.010655712
296,0.03399836
297,0.018764261
298,0.037416562
299,0.010532882
300,0.013585032
301,0.08374013
302,0.016778905
303,0.01811486
304,0.015830874
305,0.39691657
306,0.043674186
307,0.010221459
308,0.29418787
309,0.23862636
310,0.020544156
311,0.46875748
312,0.022009112
313,0.2407511
314,0.037049457
315,0.05546302
316,0.091630176
317,0.31280652
318,0.015631855
319,0.015289467
320,0.08921182
321,0.090894476
322,0.02458173
323,0.020239107
324,0.016518878
325,0.06459022
326,0.014986242
327,0.024059664
328,0.015737131
329,0.029428897
330,0.013988202
331,0.020661537
332,0.022028761
333,0.020577062
334,0.032649957
335,0.04375925
336,0.055757493
337,0.023617342
338,0.21329667
339,0.035365585
340,0.023189768
341,0.010247997
342,0.018863995
343,0.023262426
344,0.045695554
345,0.02365827
346,0.028012479
347,0.2955099
348,0.0965161
349,0.02536294
350,0.016668862
351,0.061644346
352,0.042816397
353,0.009437421
354,0.12441106
355,0.017379044
356,0.011666049
357,0.64217895
358,0.0105445925
359,0.039695386
360,0.2043981
361,0.024913471
362,0.019959854
363,0.011999513
364,0.022956291
365,0.15310806
366,0.107482575
367,0.03708286
368,0.078441545
369,0.019761786
370,0.3658225
371,0.021834128
372,0.08303487
373,0.020533057
374,0.01807079
375,0.019503972
376,0.011091165
377,0.03430945
378,0.0139716705
379,0.027599765
380,0.026959999
381,0.017810486
382,0.026380712
383,0.044038158
384,0.09276187
385,0.013952954
386,0.0110012
387,0.010257311
388,0.023086322
389,0.030140107
390,0.02178889
391,0.011648498
392,0.014019431
393,0.027664086
394,0.09496433
395,0.013759121
396,0.010234826
397,0.0744503
398,0.119319156
399,0.013927169
400,0.029027544
401,0.014093205
402,0.009616438
403,0.019663481
404,0.009874213
405,0.8439613
406,0.6421912
407,0.027951218
408,0.060510077
409,0.02638795
410,0.02188829
411,0.03181889
412,0.04587673
413,0.11864667
414,0.02042719
415,0.013588304
416,0.14629172
417,0.08682891
418,0.051360402
419,0.01569698
420,0.026374618
421,0.017479714
422,0.013516429
423,0.043230407
424,0.012439106
425,0.0118212225
426,0.0130633935
427,0.027544485
428,0.020839376
429,0.08440785
430,0.020001633
431,0.24335499
432,0.012080372
433,0.020062359
434,0.021725044
435,0.036183234
436,0.03627115
437,0.06626673
438,0.09970986
439,0.01427747
440,0.046363164
441,0.022055244
442,0.030695409
443,0.05052341
444,0.0125934305
445,0.045787614
446,0.26104882
447,0.016318843
448,0.0963755
449,0.07038146
450,0.012604613
451,0.028254678
452,0.011426814
453,0.07617253
454,0.02040392
455,0.062214494
456,0.03306364
457,0.05785399
458,0.020235524
459,0.08208534
460,0.028584111
461,0.022301542
462,0.06497408
463,0.021198109
464,0.06758947
465,0.043844666
466,0.011694607
467,0.015839696
468,0.023823699
469,0.013254098
470,0.18059807
471,0.011707665
472,0.015553298
473,0.24833931
474,0.042919986
475,0.023654234
476,0.015352225
477,0.012308871
478,0.018926747
479,0.03148779
480,0.0144921
481,0.06376875
482,0.013201827
483,0.041698884
484,0.048923686
485,0.009898638
486,0.22458833
487,0.032639377
488,0.07487527
489,0.07699731
490,0.042922944
491,0.015535273
492,0.034779668
493,0.39452663
494,0.021489259
495,0.20466676
496,0.032359432
497,0.017387252
498,0.020537823
499,0.08007817
500,0.015655747
501,0.02460946
502,0.018212201
503,0.04367418
504,0.021311238
505,0.0129401
506,0.123206384
507,0.045751214
508,0.0099814255
509,0.013730014
510,0.020064877
511,0.023464635
512,0.2167354
513,0.05136944
514,0.028006496
515,0.027846215
516,0.27594057
517,0.014392221
518,0.019058373
519,0.011401961
520,0.019325001
521,0.011989533
522,0.014682682
523,0.08718845
524,0.04406282
525,0.053613573
526,0.5499265
527,0.12311851
528,0.015009621
529,0.16402124
530,0.027384864
531,0.013689297
532,0.010005353
533,0.024421835
534,0.010196245
535,0.01904534
536,0.011808418
537,0.01513994
538,0.057865188
539,0.024490668
540,0.014252159
541,0.021794384
542,0.033033337
543,0.052695986
544,0.13438793
545,0.024681143
546,0.014496711
547,0.09333875
548,0.010566689
549,0.010090249
550,0.10514012
551,0.23294206
552,0.11675364
553,0.022468613
554,0.015123198
555,0.08966742
556,0.025980763
557,0.032295693
558,0.029885795
559,0.10395915
560,0.04066584
561,0.009255364
562,0.02066919
563,0.07981178
564,0.048012704
565,0.1027364
566,0.014794433
567,0.009748437
568,0.028494848
569,0.40728065
570,0.04396298
571,0.11723913
572,0.030716944
573,0.024118664
574,0.05617382
575,0.065242395
576,0.011937121
577,0.04439124
578,0.01625358
579,0.122885086
580,0.012523238
581,0.017290758
582,0.020783726
583,0.012397982
584,0.02725628
585,0.047838796
586,0.013424086
587,0.019473735
588,0.072152704
589,0.021390188
590,0.020964418
591,0.14807995
592,0.021901049
593,0.02157321
594,0.022460246
595,0.1547333
596,0.024307115
597,0.023930857
598,0.033825245
599,0.038379487
600,0.014384594
601,0.013980969
602,0.0486083
603,0.021340497
604,0.019184753
605,0.11835517
606,0.017335556
607,0.07042628
608,0.024124056
609,0.1792944
610,0.02291742
611,0.055571884
612,0.010652235
613,0.012950781
614,0.03783117
615,0.020030329
616,0.0118035395
617,0.06370916
618,0.017806591
619,0.022200847
620,0.026098195
621,0.011937121
622,0.051124915
623,0.030830111
624,0.028664166
625,0.07615383
626,0.54467595
627,0.065992415
628,0.02447495
629,0.014808729
630,0.10731764
631,0.014443738
632,0.028210502
633,0.009874213
634,0.045038216
635,0.082527295
636,0.010221459
637,0.014726268
638,0.022250466
639,0.065896235
640,0.011767708
641,0.015143445
642,0.32563114
643,0.11091801
644,0.5659469
645,0.074802324
646,0.25688583
647,0.015263106
648,0.094287105
649,0.012357807
650,0.018548492
651,0.26838565
652,0.019958133
653,0.060127314
654,0.5425303
655,0.016932882
656,0.02731627
657,0.022073954
658,0.0228603
659,0.08129068
660,0.14882407
661,0.035925325
662,0.20441453
663,0.10509018
664,0.09612529
665,0.41682366
666,0.01004111
667,0.02487223
668,0.08979178
669,0.2726047
670,0.034980252
671,0.012730551
672,0.09233272
673,0.035336282
674,0.010351579
675,0.41859496
676,0.15027381
677,0.026575912
678,0.029415676
679,0.04237592
680,0.14153239
681,0.057820637
682,0.023346066
683,0.051138308
684,0.023077136
685,0.100481585
686,0.010130364
687,0.013553495
688,0.011025694
689,0.10108308
690,0.023675818
691,0.043403696
692,0.3720095
693,0.03334165
694,0.039993893
695,0.030487115
696,0.022680009
697,0.010005353
698,0.05182066
699,0.18735501
700,0.0147640295
701,0.0141759105
702,0.212985
703,0.08803986
704,0.48063868
705,0.03166174
706,0.0149076525
707,0.04058874
708,0.0153462
709,0.022793246
710,0.012992125
711,0.047526434
712,0.13005245
713,0.025623713
714,0.0153327165
715,0.020733967
716,0.43343276
717,0.013799458
718,0.05355885
719,0.023882516
720,0.009794979
721,0.012845372
722,0.02524343
723,0.070695326
724,0.01724167
725,0.16995154
726,0.03631139
727,0.023971131
728,0.03441388
729,0.06672527
730,0.6226949
731,0.029848
732,0.042277146
733,0.014087986
734,0.020112528
735,0.08466973
736,0.024522232
737,0.04378205
738,0.1022385
739,0.019864256
740,0.012685801
741,0.022429377
742,0.019246707
743,0.047997393
744,0.022273384
745,0.016116561
746,0.050681945
747,0.0128563745
748,0.040201623
749,0.029873079
750,0.06494042
751,0.18370877
752,0.01175629
753,0.016442223
754,0.009898638
755,0.036927104
756,0.018593261
757,0.036221236
758,0.018342083
759,0.015452704
760,0.01657365
761,0.015296441
762,0.060843788
763,0.058511373
764,0.012871586
765,0.019955507
766,0.0626432
767,0.013045662
768,0.07021638
769,0.018529557
770,0.14372343
771,0.01550688
772,0.18228379
773,0.10002139
774,0.017909048
775,0.057957895
776,0.020460382
777,0.09592272
778,0.016213441
779,0.022291422
780,0.339225
781,0.06974235
782,0.0334369
783,0.027161399
784,0.06257608
785,0.025707813
786,0.11463931
787,0.047070757
788,0.03389844
789,0.07557882
790,0.13172907
791,0.035127938
792,0.34118924
793,0.09075067
794,0.027205275
795,0.31924725
796,0.011588123
797,0.093129806
798,0.02111181
799,0.326326
800,0.027550172
801,0.020490607
802,0.020990986
803,0.06283418
804,0.021792669
805,0.22604053
806,0.022607053
807,0.011134018
808,0.05043128
809,0.03910586
810,0.0450306
811,0.07743121
812,0.024280086
813,0.03567512
814,0.017732901
815,0.11271632
816,0.04105682
817,0.009699078
818,0.024452839
819,0.013228374
820,0.056081578
821,0.021402933
822,0.20612921
823,0.013170692
824,0.023760121
825,0.01657365
826,0.022858188
827,0.039066233
828,0.024780719
829,0.024068322
830,0.025115198
831,0.097794004
832,0.028203038
833,0.1894971
834,0.017393129
835,0.06408309
836,0.02801529
837,0.12520148
838,0.02667794
839,0.09459998
840,0.39856127
841,0.15574609
842,0.054857615
843,0.12180548
844,0.0614036
845,0.6756614
846,0.68773484
847,0.018944686
848,0.012492071
849,0.20400144
850,0.025602428
851,0.032993425
852,0.013897007
853,0.08131242
854,0.023502814
855,0.009437421
856,0.031985186
857,0.043948974
858,0.049035646
859,0.010401372
860,0.04794981
861,0.32791454
862,0.010142981
863,0.01603466
864,0.019393941
865,0.01602505
866,0.016307848
867,0.012288754
868,0.07349013
869,0.042
870,0.009854475
871,0.018837765
872,0.041849732
873,0.012013846
874,0.011110832
875,0.010734772
876,0.04259351
877,0.02299119
878,0.030663582
879,0.009054815
880,0.037194196
881,0.021919768
882,0.07106788
883,0.0711999
884,0.04073104
885,0.0104737645
886,0.023555396
887,0.058017325
888,0.4929124
889,0.03136744
890,0.042567566
891,0.014643799
892,0.016772257
893,0.46377233
894,0.68794006
895,0.027084125
896,0.029042909
897,0.020323675
898,0.010602659
899,0.021425216
900,0.011911688
901,0.043058116
902,0.03958024
903,0.017791068
904,0.0143012265
905,0.013763593
906,0.022937149
907,0.08712248
908,0.13250683
909,0.063184544
910,0.022025546
911,0.033126585
912,0.056239076
913,0.011087165
914,0.023150353
915,0.06610087
916,0.024479615
917,0.029566422
918,0.016951378
919,0.026685487
920,0.02642374
921,0.05466326
922,0.085016236
923,0.1023507
924,0.021111548
925,0.019150553
926,0.08157572
927,0.054316152
928,0.026021635
929,0.04015985
930,0.2340612
931,0.14954448
932,0.025691396
933,0.028871981
934,0.037894584
935,0.010548986
936,0.010221459
937,0.014292067
938,0.021073457
939,0.053191654
940,0.01236993
941,0.077233754
942,0.009907382
943,0.056895185
944,0.16049224
945,0.020485684
946,0.022389509
947,0.053008478
948,0.022066673
949,0.021391056
950,0.026340002
951,0.0101430565
952,0.114438504
953,0.073272906
954,0.01125372
955,0.12535737
956,0.05086284
957,0.021404456
958,0.03162358
959,0.023640152
960,0.019559918
961,0.014400064
962,0.014557768
963,0.011886644
964,0.020228326
965,0.02938785
966,0.04409976
967,0.05903847
968,0.039432053
969,0.314067
970,0.17113635
971,0.013105579
972,0.34189156
973,0.021777514
974,0.099026576
975,0.013727833
976,0.024816358
977,0.079692826
978,0.038630635
979,0.061130863
980,0.54347616
981,0.010914649
982,0.013267575
983,0.017158566
984,0.01182661
985,0.039697677
986,0.24235672
987,0.012461894
988,0.018965367
989,0.023746418
990,0.024664123
991,0.03169257
992,0.0097798025
993,0.016758801
994,0.049880024
995,0.012288401
996,0.3479464
997,0.01294099
998,0.029309288
999,0.023091964
1000,0.018445194
1001,0.010221459
1002,0.059308425
1003,0.029710429
1004,0.02153245
1005,0.05788985
1006,0.028945971
1007,0.037940186
1008,0.012654549
1009,0.022146825
1010,0.016458262
1011,0.015893687
1012,0.023626324
1013,0.025844432
1014,0.07723168
1015,0.019908806
1016,0.14605194
1017,0.012411662
1018,0.23672062
1019,0.034460697
1020,0.010221459
1021,0.024330836
1022,0.064469814
1023,0.025651483
1024,0.20712392
1025,0.019614534
1026,0.014235656
1027,0.031052189
1028,0.022895252
1029,0.009907382
1030,0.013015779
1031,0.01672522
1032,0.044455875
1033,0.016173763
1034,0.025938708
1035,0.009409749
1036,0.020662444
1037,0.022832565
1038,0.012207402
1039,0.016706144
1040,0.009255364
1041,0.057767726
1042,0.3126845
1043,0.023303203
1044,0.044849068
1045,0.030368624
1046,0.020982025
1047,0.019887958
1048,0.02575871
1049,0.022988137
1050,0.01807358
1051,0.01952785
1052,0.05499857
1053,0.15000854
1054,0.011937121
1055,0.08371011
1056,0.011707665
1057,0.011248214
1058,0.023762794
1059,0.08059372
1060,0.054424256
1061,0.056328133
1062,0.044626325
1063,0.016999
1064,0.030887507
1065,0.12058594
1066,0.034677435
1067,0.031569004
1068,0.010785014
1069,0.022471802
1070,0.02083859
1071,0.02094564
1072,0.07259659
1073,0.35191453
1074,0.025694344
1075,0.022892075
1076,0.06408113
1077,0.037836343
1078,0.015304881
1079,0.1591207
1080,0.033958707
1081,0.03549602
1082,0.10925989
1083,0.02948305
1084,0.05410648
1085,0.028493052
1086,0.015244477
1087,0.02587257
1088,0.06523251
1089,0.29351807
1090,0.018714538
1091,0.015892716
1092,0.012865564
1093,0.07440707
1094,0.01853878
1095,0.17125957
1096,0.06511193
1097,0.04431833
1098,0.107364155
1099,0.09694413
1100,0.049902055
1101,0.02879478
1102,0.016466005
1103,0.030980216
1104,0.012456133
1105,0.042307045
1106,0.04536755
1107,0.023822602
1108,0.13091101
1109,0.065512456
1110,0.02518278
1111,0.020701554
1112,0.017753072
1113,0.022416055
1114,0.027476972
1115,0.017209228
1116,0.021849137
1117,0.06284757
1118,0.2297788
1119,0.020046089
1120,0.029718254
1121,0.038558617
1122,0.013247863
1123,0.028767662
1124,0.13198367
1125,0.025744468
1126,0.10156771
1127,0.021202512
1128,0.29595152
1129,0.026236843
1130,0.026629347
1131,0.02025066
1132,0.4960771
1133,0.03488866
1134,0.082138956
1135,0.19467463
1136,0.051458273
1137,0.011237639
1138,0.021178184
1139,0.02376915
1140,0.020995107
1141,0.0243659
1142,0.018780116
1143,0.12811261
1144,0.2721416
1145,0.047580943
1146,0.034828316
1147,0.0923902
1148,0.023585634
1149,0.029324051
1150,0.019925507
1151,0.025317742
1152,0.0816489
1153,0.010535024
1154,0.02166103
1155,0.10724871
1156,0.02557119
1157,0.46412262
1158,0.6170792
1159,0.07164085
1160,0.015984409
1161,0.21217653
1162,0.051302616
1163,0.046676334
1164,0.04214852
1165,0.058336567
1166,0.036000356
1167,0.24083811
1168,0.016711488
1169,0.020932736
1170,0.03027374
1171,0.36092713
1172,0.026412701
1173,0.025992818
1174,0.022662994
1175,0.050231896
1176,0.40376535
1177,0.5271196
1178,0.2114339
1179,0.023662979
1180,0.12844962
1181,0.47728378
1182,0.034726415
1183,0.067494
1184,0.13700414
1185,0.044314034
1186,0.11851054
1187,0.074639365
1188,0.5536278
1189,0.06668672
1190,0.012092499
1191,0.52559096
1192,0.011309615
1193,0.6114715
1194,0.030824289
1195,0.10985663
1196,0.012332854
1197,0.011937121
1198,0.017438022
1199,0.0885232
1200,0.05367228
1201,0.037027203
1202,0.013228374
1203,0.00985904
1204,0.009898638
1205,0.02520759
1206,0.017967565
1207,0.5290977
1208,0.038308803
1209,0.10233655
1210,0.019925706
1211,0.09959744
1212,0.11782591
1213,0.008836319
1214,0.01105423
1215,0.7417656
1216,0.023551196
1217,0.08553649
1218,0.010444529
1219,0.07339778
1220,0.023197789
1221,0.046885118
1222,0.057596516
1223,0.12708814
1224,0.012624789
1225,0.07612198
1226,0.01762444
1227,0.013838767
1228,0.06609315
1229,0.25569874
1230,0.493099
1231,0.022024216
1232,0.09703398
1233,0.026656663
1234,0.75828284
1235,0.8554107
1236,0.013704984
1237,0.08202938
1238,0.42059714
1239,0.059439898
1240,0.030691288
1241,0.010335861
1242,0.036135077
1243,0.021313854
1244,0.032849845
1245,0.05384131
1246,0.12791687
1247,0.032435548
1248,0.012748824
1249,0.122674786
1250,0.015519573
1251,0.14103673
1252,0.07635326
1253,0.013013335
1254,0.10056437
1255,0.04122441
1256,0.0654055
1257,0.024037462
1258,0.01891413
1259,0.016687043
1260,0.26463675
1261,0.024699517
1262,0.09031613
1263,0.10250146
1264,0.019475583
1265,0.009951718
1266,0.04582119
1267,0.06279863
1268,0.06869675
1269,0.033396542
1270,0.055501025
1271,0.012289384
1272,0.2417828
1273,0.1342385
1274,0.06916866
1275,0.13526143
1276,0.5804213
1277,0.033866443
1278,0.24539594
1279,0.03270264
1280,0.01594386
1281,0.1826028
1282,0.013847308
1283,0.04587235
1284,0.068597086
1285,0.01604282
1286,0.013348502
1287,0.02219755
1288,0.08540031
1289,0.023281848
1290,0.06477903
1291,0.028773231
1292,0.11365825
1293,0.040409524
1294,0.6320357
1295,0.03778513
1296,0.015009932
1297,0.0380371
1298,0.012143881
1299,0.010194609
1300,0.09399205
1301,0.02078577
1302,0.031419486
1303,0.12145383
1304,0.06877307
1305,0.014620437
1306,0.011865313
1307,0.086957596
1308,0.011456364
1309,0.036522605
1310,0.07536201
1311,0.009186946
1312,0.015187907
1313,0.07834286
1314,0.02261746
1315,0.050864134
1316,0.024764713
1317,0.5057762
1318,0.02499622
1319,0.017226398
1320,0.020466479
1321,0.010678282
1322,0.043997522
1323,0.05564508
1324,0.048500348
1325,0.05278097
1326,0.017572362
1327,0.03404843
1328,0.040362455
1329,0.07903801
1330,0.024390884
1331,0.048927713
1332,0.010443076
1333,0.036930677
1334,0.034383673
1335,0.082287475
1336,0.06973357
1337,0.017716778
1338,0.045050804
1339,0.17694569
1340,0.053117786
1341,0.015777363
1342,0.01933435
1343,0.014377599
1344,0.034317233
1345,0.027149785
1346,0.018903024
1347,0.077546306
1348,0.089399405
1349,0.12507284
1350,0.020154221
1351,0.043626685
1352,0.03998413
1353,0.0123996865
1354,0.021848919
1355,0.026220871
1356,0.020690091
1357,0.0589927
1358,0.021042071
1359,0.02758032
1360,0.012059135
1361,0.15773103
1362,0.011534014
1363,0.011812575
1364,0.025804803
1365,0.0691469
1366,0.01603348
1367,0.015489105
1368,0.140152
1369,0.52272123
1370,0.012638337
1371,0.085234165
1372,0.022663126
1373,0.018772494
1374,0.058684662
1375,0.10022637
1376,0.027639505
1377,0.30471626
1378,0.019335065
1379,0.016794866
1380,0.010221459
1381,0.10385353
1382,0.06950512
1383,0.033705324
1384,0.013620515
1385,0.01647257
1386,0.014474058
1387,0.036779583
1388,0.07698384
1389,0.05559037
1390,0.032885518
1391,0.02423993
1392,0.027406609
1393,0.045487843
1394,0.105272025
1395,0.061197594
1396,0.039957576
1397,0.0362071
1398,0.020039236
1399,0.16810794
1400,0.06662124
1401,0.021747846
1402,0.017916566
1403,0.02001013
1404,0.07732447
1405,0.023509204
1406,0.016867254
1407,0.055517588
1408,0.03413416
1409,0.025876554
1410,0.018813504
1411,0.018299846
1412,0.013473637
1413,0.023145841
1414,0.020513406
1415,0.017556721
1416,0.019974878
1417,0.037609152
1418,0.011890409
1419,0.576698
1420,0.03179549
1421,0.032109797
1422,0.09046005
1423,0.008863439
1424,0.061482288
1425,0.013869745
1426,0.01935976
1427,0.026388654
1428,0.0233612
1429,0.03835943
1430,0.022091392
1431,0.12391634
1432,0.020539925
1433,0.024247697
1434,0.010747946
1435,0.019349152
1436,0.394756
1437,0.032968428
1438,0.012358319
1439,0.031497795
1440,0.39162898
1441,0.016405849
1442,0.019624935
1443,0.011707665
1444,0.025796695
1445,0.01268709
1446,0.29729447
1447,0.09801913
1448,0.022883367
1449,0.011911632
1450,0.010428426
1451,0.08957821
1452,0.02427626
1453,0.020337418
1454,0.016430482
1455,0.031514652
1456,0.2686153
1457,0.028506074
1458,0.014390003
1459,0.015412413
1460,0.03599861
1461,0.017346753
1462,0.022538748
1463,0.19445425
1464,0.011651846
1465,0.01652028
1466,0.02206714
1467,0.06455606
1468,0.010221459
1469,0.13659406
1470,0.015515856
1471,0.13756351
1472,0.03177662
1473,0.020754706
1474,0.023638772
1475,0.22764057
1476,0.1828152
1477,0.04144386
1478,0.012950074
1479,0.09010459
1480,0.01996018
1481,0.018891318
1482,0.052028265
1483,0.009940233
1484,0.017111387
1485,0.3459311
1486,0.46381253
1487,0.052766442
1488,0.01752195
1489,0.07055838
1490,0.024887519
1491,0.043886717
1492,0.043350935
1493,0.019854417
1494,0.050604723
1495,0.16745974
1496,0.020752283
1497,0.017909048
1498,0.12215348
1499,0.02421531
1500,0.018457387
1501,0.1205925
1502,0.04515732
1503,0.09947116
1504,0.10054572
1505,0.010377172
1506,0.07624458
1507,0.039443307
1508,0.042044282
1509,0.049359567
1510,0.023634506
1511,0.011534748
1512,0.030879814
1513,0.02563934
1514,0.023513958
1515,0.018125115
1516,0.013654928
1517,0.16526656
1518,0.12182298
1519,0.03165906
1520,0.03098263
1521,0.047298774
1522,0.048890583
1523,0.026950654
1524,0.010010191
1525,0.04959517
1526,0.15759172
1527,0.060770012
1528,0.042198125
1529,0.04249852
1530,0.042919446
1531,0.020335991
1532,0.056146838
1533,0.2706411
1534,0.058013305
1535,0.016063493
1536,0.02506882
1537,0.29981783
1538,0.021265551
1539,0.011309615
1540,0.013188466
1541,0.20414767
1542,0.012079479
1543,0.033962782
1544,0.03424277
1545,0.012614629
1546,0.011877406
1547,0.09518714
1548,0.06072731
1549,0.078539245
1550,0.022353899
1551,0.019144692
1552,0.025549902
1553,0.10024096
1554,0.023542063
1555,0.5688468
1556,0.02404845
1557,0.010351579
1558,0.5174149
1559,0.086813234
1560,0.12217048
1561,0.016694814
1562,0.014979303
1563,0.06267692
1564,0.015589523
1565,0.034422543
1566,0.031097138
1567,0.012307451
1568,0.013199119
1569,0.032852996
1570,0.25504676
1571,0.019655252
1572,0.028428223
1573,0.072234824
1574,0.012207402
1575,0.0237985
1576,0.028155088
1577,0.011118426
1578,0.026647039
1579,0.01715256
1580,0.019810818
1581,0.012169517
1582,0.019001978
1583,0.011490322
1584,0.012948295
1585,0.023664169
1586,0.16528532
1587,0.14352565
1588,0.21886155
1589,0.0183146
1590,0.010335861
1591,0.042052425
1592,0.016287474
1593,0.01374667
1594,0.17116836
1595,0.11917695
1596,0.02062576
1597,0.014449361
1598,0.01972696
1599,0.036063116
1600,0.011123754
1601,0.012101525
1602,0.012988915
1603,0.06035754
1604,0.017986791
1605,0.017568331
1606,0.05261539
1607,0.039410684
1608,0.034417994
1609,0.025414767
1610,0.016024146
1611,0.03027182
1612,0.12763005
1613,0.02287256
1614,0.12083253
1615,0.01647628
1616,0.7828153
1617,0.6212639
1618,0.024992494
1619,0.08911444
1620,0.5577031
1621,0.5707093
1622,0.0472754
1623,0.6917803
1624,0.04513959
1625,0.008739397
1626,0.012308871
1627,0.023787657
1628,0.019513782
1629,0.033223353
1630,0.014716268
1631,0.013702386
1632,0.2303723
1633,0.15247212
1634,0.025401441
1635,0.017311439
1636,0.04814976
1637,0.019353803
1638,0.021529792
1639,0.013411556
1640,0.054893095
1641,0.0153493695
1642,0.009557408
1643,0.030467527
1644,0.02907682
1645,0.015589523
1646,0.01246325
1647,0.42521286
1648,0.051807612
1649,0.027220977
1650,0.05689415
1651,0.47442487
1652,0.014986236
1653,0.020583022
1654,0.10756775
1655,0.014773771
1656,0.009603755
1657,0.011428716
1658,0.026463306
1659,0.033815857
1660,0.47263023
1661,0.04563419
1662,0.104998685
1663,0.015806474
1664,0.07690767
